domain,salePriceUsd,saleDate,venue,tld,category,wordCount,charLength,year,sourceSection,source
NFTs.com,15000000,8/3/22,Domainer.com/GoDaddy,.com,crypto,1,4,2022,all_extensions,DNJournal
Connect.com,10000000,8/17/22,Pvt Sale,.com,brand,1,7,2022,all_extensions,DNJournal
IT.com,3800000,6/22/22,DomainBooth.com/ Linkoeln.com,.com,short,1,2,2022,all_extensions,DNJournal
Galaxy.com,1761000,2/2/22,MediaOptions,.com,brand,1,6,2022,all_extensions,DNJournal
Call.com,1600000,8/17/22,Sedo,.com,short,1,4,2022,all_extensions,DNJournal
Chill.com,1600000,7/6/22,Pvt Sale,.com,brand,1,5,2022,all_extensions,DNJournal
Gems.com,1500000,4/27/22,VIP Brokerage,.com,short,1,4,2022,all_extensions,DNJournal
Unlock.com,1228200,1/19/22,BestWeb.com,.com,brand,1,6,2022,all_extensions,DNJournal
Ballet.com,1160235,12/14/22,Pvt Sale,.com,brand,1,6,2022,all_extensions,DNJournal
Stable.com,1008925,2/16/22,NewReach.com,.com,brand,1,6,2022,all_extensions,DNJournal
Biontech.com,950000,3/30/22,Pvt Sale,.com,tech,1,8,2022,all_extensions,DNJournal
Retention.com,800000,8/16/23,Pvt Sale,.com,tech,1,9,2022,all_extensions,DNJournal
BankFirst.com,800000,2/2/22,Pvt Sale,.com,finance,2,9,2022,all_extensions,DNJournal
Macro.com,600000,2/5/25,Pvt Sale,.com,brand,1,5,2022,all_extensions,DNJournal
Yachts.com,600000,6/22/22,Sedo/ATM Holdings,.com,brand,1,6,2022,all_extensions,DNJournal
IW.com,570000,6/22/22,NameExperts,.com,short,1,2,2022,all_extensions,DNJournal
GCP.com,550000,3/30/22,Sedo,.com,short,1,3,2022,all_extensions,DNJournal
TradeZero.com,540000,6/8/22,Pvt Sale,.com,brand,2,9,2022,all_extensions,DNJournal
Rebate.com,500000,12/14/22,Sedo,.com,finance,1,6,2022,all_extensions,DNJournal
Rebates.com,500000,12/14/22,Sedo,.com,finance,1,7,2022,all_extensions,DNJournal
BetCalifornia.com,476000,3/30/22,Hitnamer,.com,finance,2,13,2022,all_extensions,DNJournal
LNW.com,475000,4/11/22,Pvt Sale,.com,short,1,3,2022,all_extensions,DNJournal
DDL.com,359000,7/20/22,Pvt Sale,.com,short,1,3,2022,all_extensions,DNJournal
GRT.com,336600,7/20/22,Pvt Sale,.com,short,1,3,2022,all_extensions,DNJournal
OET.com,300000,5/25/22,GetYourDomain,.com,short,1,3,2022,all_extensions,DNJournal
Poe.com,260000,12/28/22,PerfectName,.com,short,1,3,2022,all_extensions,DNJournal
CognitiveAutomation.com,260000,9/9/22,Pvt Sale,.com,ai,2,19,2022,all_extensions,DNJournal
Z.org,257000,1/19/22,LegalBrandMarketing,.org,short,1,1,2022,all_extensions,DNJournal
Laura.com,250000,8/17/22,LegalBrandMarketing,.com,brand,1,5,2022,all_extensions,DNJournal
Bobber.com,250000,4/27/22,NameExperts,.com,brand,1,6,2022,all_extensions,DNJournal
Acquire.com,240020,11/30/22,Pvt Sale,.com,brand,1,7,2022,all_extensions,DNJournal
Kindness.com,227002,7/20/22,BuckleyMedia,.com,brand,1,8,2022,all_extensions,DNJournal
Patience.com,221780,7/20/22,BuckleyMedia,.com,brand,1,8,2022,all_extensions,DNJournal
GBR.com,206850,5/25/22,BuckleyMedia,.com,short,1,3,2022,all_extensions,DNJournal
CybersecurityJobs.com,205000,3/16/22,Sedo,.com,tech,2,17,2022,all_extensions,DNJournal
YAE.com,200000,5/25/22,Perfect Name,.com,short,1,3,2022,all_extensions,DNJournal
Bull.xyz,199888,11/3/22,Swetha.xyz/DAN,.xyz,short,1,4,2022,all_extensions,DNJournal
Medal.com,185728,9/9/22,Pvt Sale,.com,brand,1,5,2022,all_extensions,DNJournal
